stage,stage_group,dataset,alpha,num_clients,seed,method,round,train_loss,test_accuracy,CR,CA,DI,N_eff,cos_delta_corrected_vs_base,rel_delta_change,corrected_delta_norm,base_delta_norm,graph_density,mean_degree,max_degree,min_degree,connected_components,positive_edge_count,negative_edge_count,signed_edge_ratio,graph_source,graph_mode,graph_preset,operator_type,lambda,clip_threshold,cap_threshold,client_contribution_weights,max_contribution,contribution_entropy,top1_client_id_by_contribution,top3_contribution_mass,status,result_path
stage1,stage1_main,fashionmnist,0.1,20,42,shuffled_graph_control,8,0.27273001943468506,0.7457,0.3631578947368421,0.5588924543383884,0.14710783444596984,11.291267349483345,0.9997300228410707,0.03682290864792627,0.4155787794862377,0.4279184418049202,0.24736842105263157,2.2365440214146957,2.9166740890070684,1.4242216050177408,1.0,47.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14710783444596984,2.5845734599686363,11,0.3859882152686348,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_shuffled_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,shuffled_graph_control,9,0.24360472075753256,0.7687,0.4473684210526316,0.5817233004845287,0.15288400832691376,11.218683226239355,0.9990023633372908,0.05372559581465929,0.3553165465076723,0.3666333110376027,0.2578947368421053,2.115877833562938,3.911467309329838,1.1648596480557014,1.0,49.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.15288400832691376,2.584794401595588,11,0.3837177407692628,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_shuffled_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,shuffled_graph_control,10,0.23624499693006498,0.7455,0.4842105263157895,0.6158540377548071,0.16562367369731165,10.988610924602389,0.9996521179914094,0.0361501066025515,0.3241524114123557,0.33248791099340097,0.23684210526315788,1.9606449180049208,2.6530325985057455,1.3013136369129046,1.0,45.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.16562367369731165,2.5802630634043004,11,0.4060889052006982,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_shuffled_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,shuffled_graph_control,11,0.2333041794748975,0.805,0.43157894736842106,0.6155439873740881,0.14679089504612547,11.033650096529746,0.9996429688655282,0.03378211593393725,0.3367951471730441,0.3440294621320691,0.2578947368421053,2.1976442867799273,3.0272633605241297,1.2694086152743314,1.0,49.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14679089504612547,2.5775611551086057,11,0.40893712917919145,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_shuffled_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,shuffled_graph_control,12,0.22190975990029332,0.826,0.5,0.6743210284950708,0.14338667378724004,11.466409330328876,0.9996808977976496,0.03503907651074885,0.26121318808288646,0.26780150396669933,0.24736842105263157,2.050390357098425,3.0255084893113815,1.15943301926377,1.0,47.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14338667378724004,2.5900455272587304,11,0.3703363210086096,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_shuffled_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,shuffled_graph_control,13,0.21557699647010028,0.8022,0.5157894736842106,0.6980859026461984,0.14946437818698546,11.622465025703654,0.9993108205824562,0.04407938087726299,0.22856601599786033,0.23429720191119427,0.25263157894736843,2.074380742154205,3.289907772840028,1.344446278731327,1.0,48.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14946437818698546,2.602329068702799,11,0.36391098253189746,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_shuffled_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,shuffled_graph_control,14,0.20994259686920422,0.7923,0.531578947368421,0.6973191002128352,0.16249864837383188,11.446324895553301,0.9990008959535845,0.05089253222195386,0.22852865437215178,0.23447190993739805,0.25263157894736843,2.1759739746760003,3.4682789372593934,1.233543152028513,1.0,48.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.16249864837383188,2.6019268933931246,11,0.3715347356830007,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_shuffled_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,shuffled_graph_control,15,0.1988816571032995,0.8257,0.5368421052631579,0.6989001046543496,0.15336196803785215,11.498993116918376,0.9992724080033762,0.05217375383032729,0.22378277886354572,0.23221901713024082,0.25263157894736843,2.1253920592406246,3.5693635917994087,1.4441450885384661,1.0,48.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.15336196803785215,2.605644564099098,11,0.3941299213262299,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_shuffled_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,shuffled_graph_control,16,0.18861770073029613,0.8369,0.5421052631578948,0.7277899925079596,0.14216593990612164,11.504078788333691,0.9993445041008998,0.05370550603916442,0.1926609209858981,0.20075655494777267,0.25263157894736843,1.9787628856810175,3.0162240112202046,1.3068169626286683,1.0,48.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14216593990612164,2.599063339990422,11,0.38442155190100674,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_shuffled_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,shuffled_graph_control,17,0.19014504850303232,0.8205,0.5263157894736842,0.7081701160511957,0.14089086809054874,11.610356975579503,0.9993422032996813,0.04267723631237779,0.20750745166659154,0.21242647797200717,0.25263157894736843,2.004748756171493,3.471758977572096,0.9220093108287024,1.0,48.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14089086809054874,2.60018532768801,11,0.36350277019797206,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_shuffled_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,shuffled_graph_control,18,0.19481640836050093,0.824,0.49473684210526314,0.7171047251219732,0.1627267128221569,11.303878207075027,0.9995450343499155,0.03799285876877081,0.19879115417030935,0.2035871855811045,0.2631578947368421,2.109668011909018,4.65888227930362,0.8288804876213183,1.0,50.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.1627267128221569,2.597258114879701,11,0.36985594363293894,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_shuffled_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,shuffled_graph_control,19,0.18649387233879053,0.8363,0.5157894736842106,0.751857830788303,0.16246925092805342,11.485834377492056,0.9991057732800517,0.04715839595978509,0.17156363382472026,0.17538367951044567,0.24736842105263157,2.0729479962877235,2.7499569380235838,1.2197410007701954,1.0,47.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.16246925092805342,2.6063508496238934,11,0.36653329521213535,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_shuffled_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,shuffled_graph_control,20,0.17346784056087566,0.8468,0.5473684210526316,0.7662517316216082,0.1489146563207242,11.581251243472414,0.9990948777216261,0.05106612684167661,0.1586374032013593,0.16340216987710793,0.24210526315789474,2.017394017041309,3.405698710903914,1.0744035871761453,1.0,46.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.1489146563207242,2.601144395739621,11,0.3684821087279121,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_shuffled_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,1,1.2673162268786942,0.3651,0.18947368421052632,0.44800258991163655,0.15371567725725763,10.602665889222218,0.9997515930960686,0.037635748004335536,1.0814118725056383,1.1155187702345126,0.2736842105263158,1.887262830355451,3.629351596837406,1.4517406387349623,1.0,52.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.15371567725725763,2.504539720748982,11,0.40146876649104396,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,2,0.6526469529728318,0.5961,0.2894736842105263,0.4893737849558103,0.15372920438744464,10.930637925985428,0.9997819101364416,0.032086683371078666,0.8314125341059093,0.8523622049586822,0.2631578947368421,1.922271893302336,2.69118065062327,1.5378175146418687,1.0,50.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.15372920438744464,2.5616081215061066,11,0.4070371669456082,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,3,0.45434563315626697,0.687,0.2578947368421053,0.5093930513426903,0.13824230130884516,11.24612611300021,0.9997566275922058,0.027550873320382526,0.6814015121612175,0.6930072054816994,0.24210526315789474,1.838703785867842,2.398309285914577,1.5988728572763846,1.0,46.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.13824230130884516,2.5826837671172673,11,0.38892173344536307,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,4,0.3652436311985231,0.656,0.25263157894736843,0.43084213672726557,0.15195560184436516,11.4209921361358,0.9998291923710136,0.030482382346445278,0.7269839142410518,0.7451744070897175,0.28421052631578947,2.2452742897824676,3.3263322811592113,1.6631661405796057,1.0,54.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.15195560184436516,2.583095216019032,11,0.37210116368081325,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,5,0.36664765768116564,0.7414,0.3157894736842105,0.5105183539973197,0.13547398952570205,11.762274407119087,0.9998071476827473,0.03207703147102303,0.5180445582304389,0.53163069482083,0.25263157894736843,2.004195074347913,3.340325123913188,1.6701625619565938,1.0,48.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.13547398952570205,2.601930390991689,11,0.3647548471701315,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,6,0.34115525376026407,0.659,0.34210526315789475,0.5375652869402976,0.13941358798081704,11.721925048905778,0.9996997460863443,0.034528699490506375,0.45320422674309846,0.4646473143502941,0.2631578947368421,2.1659193965753767,3.4654710345206037,1.7327355172603018,1.0,50.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.13941358798081704,2.6017271707868033,11,0.36537986968093894,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,7,0.3079752488569629,0.6938,0.3157894736842105,0.5488800669259463,0.14488458091036863,11.406955256420842,0.9996838540285078,0.036316095214338845,0.45073949327214907,0.4630189757940314,0.2578947368421053,2.242701615062061,3.661553657244181,1.8307768286220905,1.0,49.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14488458091036863,2.5892047288598685,11,0.38310650905463994,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,8,0.27526931005528965,0.7461,0.3631578947368421,0.5537152685112887,0.1494891548089702,11.238672132278815,0.9997412459443736,0.03581494332373668,0.42629515692473174,0.43854018570615527,0.24736842105263157,2.2542162546757494,2.8777228783094673,1.9184819188729783,1.0,47.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.1494891548089702,2.583230642373763,11,0.38911311538022436,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,9,0.24455212166061088,0.7663,0.45263157894736844,0.5784964969620287,0.15812937323633092,11.133608099917764,0.9994146698254436,0.042806383498406035,0.36227941847835804,0.372070844772929,0.25263157894736843,2.069368649217028,3.017829280108166,1.7244738743475232,1.0,48.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.15812937323633092,2.5815082788993022,11,0.38445519715331933,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,10,0.23743030857564112,0.7367,0.47368421052631576,0.6211963814938783,0.16529116466908256,10.98271142351904,0.9995601134112504,0.0391880024647572,0.3194607965380818,0.32800692636497286,0.23684210526315788,1.9449118113547814,3.025418373218549,1.728810498982028,1.0,45.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.16529116466908256,2.5806822475166555,11,0.4085307745057273,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,11,0.23363579436946713,0.8134,0.4368421052631579,0.6106266371766859,0.151010886316372,10.933066140347464,0.9996780781380427,0.03474916233506704,0.344194604073606,0.35268212557147643,0.2578947368421053,2.197387910541457,3.139125586487796,1.7937860494215976,1.0,49.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.151010886316372,2.571603867573941,11,0.41212406913573696,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,12,0.21596255579123613,0.8227,0.531578947368421,0.6751962180194444,0.14200756722241822,11.419598365180308,0.9996742218927543,0.038200868100219734,0.2564431305797083,0.2640337281305486,0.25263157894736843,2.0615116250609224,2.5768895313261533,1.7179263542174354,1.0,48.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14200756722241822,2.584808490619139,11,0.37187209991471337,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,13,0.21380827253842322,0.7966,0.531578947368421,0.6851304034627778,0.14958308064979953,11.560244092735475,0.9994132673246695,0.04324135680332805,0.2381308305220696,0.24473417258111752,0.25263157894736843,2.10067309780816,3.063481600970233,1.7505609148401335,1.0,48.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.14958308064979953,2.5988081032555317,11,0.36459383986761956,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,14,0.21587826030395912,0.7804,0.49473684210526314,0.6999616918926225,0.16152836046660143,11.521095355550463,0.9989345440899308,0.050649566768847715,0.22952134312805955,0.23466917210738528,0.2578947368421053,2.2501470700685737,3.2144958143836773,1.8368547510763866,1.0,49.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.16152836046660143,2.607590050881998,11,0.3720604436281698,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
stage1,stage1_main,fashionmnist,0.1,20,42,uniform_graph_control,15,0.20674447782900413,0.8212,0.5157894736842106,0.6979459386052982,0.16006871607735657,11.344308586567728,0.9992876145268053,0.044691809523784966,0.2296145445892731,0.2354180168183723,0.24210526315789474,2.133040328144752,3.245930934133318,1.8548176766476103,1.0,46.0,0.0,0.0,update_delta,knn,none,laplacian,0.05,nan,nan,"[0.00435,0.008233333333333334,0.07656666666666667,0.07896666666666667,0.007233333333333333,0.10628333333333333,0.007683333333333334,0.015533333333333333,0.10366666666666667,0.06193333333333333,0.03743333333333333,0.12471666666666667,0.012183333333333332,0.06956666666666667,0.0066166666666666665,0.04903333333333333,0.10068333333333333,0.02263333333333333,0.0574,0.04928333333333333]",0.16006871607735657,2.6021266906980154,11,0.3990367652659048,RUN,D:\jongseol\experiments_current\pathology_graph_case_study\result_general_graph_smooth_seed42_case_stage1_uniform_graph_control_dfashionmnist_a0p1_n20_r20_s42_opna.json
